"","date_id","T_name","T_irret","T_close","T_settle","TF_name","TF_irret","TF_close","TF_settle","FutYHret","quan90","quan80","quan70","quan60","quan50","quan40","quan30","quan20","quan10","upDown90","upDown80","upDown70","upDown60","position_T90","position_TF90","position_T80","position_TF80","position_T70","position_TF70","position_T60","position_TF60","position_T","position_TF","lag_position_T","lag_position_TF","ZHJE","KCSS","XZZJ","Drawdowns","MAXJZ","MINJZ","ismax","FCKC","position_T_ZS","position_TF_ZS","ZHJE1","KCSS1","XZZJ1","return"
"11",2016-01-28,"T1603.CFE",0.030033333,99.965,99.955,"TF1603.CFE",0.0285,100.58,100.57,15.33,20.033,17.33,16.67,16.33,16,15.67,15.33,15,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,1004500,10,280396,0.00593765462642978,1010500.00000001,1004500,0,0,-3,6,1004500,10,280396,-0.00593765462642981
"12",2016-01-29,"T1603.CFE",0.029433333,100.365,100.34,"TF1603.CFE",0.027966667,100.79,100.78,14.67,19.397,17.066,16.67,16.33,16,15.67,15.33,15,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,1015000,10,289384.000000003,0,1015000,1015000,0,0,-3,6,1015000,10,289384.000000003,0.0104529616724771
"13",2016-02-01,"T1603.CFE",0.0295,100.34,100.31,"TF1603.CFE",0.028066667,100.76,100.75,14.33,19.033,17,16.67,16.33,15.835,15.534,15.231,15,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,1006000,10,280600.000000003,0.00886699507389194,1015000,1006000,0,0,-3,6,1006000,10,280600.000000003,-0.00886699507389199
"14",2016-02-02,"T1603.CFE",0.0301,99.92,99.94,"TF1603.CFE",0.0286,100.54,100.545,15,18.43,17,16.67,16.33,15.67,15.33,15,15,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,994000.000000005,10,270076.000000005,0.0206896551724118,1015000,994000.000000005,0,0,-3,6,994000.000000005,10,270076.000000005,-0.0119284294234568
"15",2016-02-03,"T1603.CFE",0.0299,100.07,100.035,"TF1603.CFE",0.028466667,100.62,100.6,14.33,18.43,17,16.67,16.33,15.67,15.33,15,14.934,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,998500.000000001,10,274180.000000001,0.0206896551724118,1015000,994000.000000005,0,0.00452716297786308,-3,6,998500.000000001,10,274180.000000001,0.00452716297786315
"16",2016-02-04,"T1603.CFE",0.0296,100.25,100.24,"TF1603.CFE",0.028133333,100.735,100.72,14.67,18.43,17,16.67,16.33,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,1009000,10,283816.000000005,0.0206896551724118,1015000,994000.000000005,0,0.0150905432595564,-3,6,1009000,10,283816.000000005,0.0105157736604939
"17",2016-02-05,"T1606.CFE",0.030333333,99.66,99.705,"TF1606.CFE",0.0289,100.405,100.425,14.33,18.43,17,16.432,16.33,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,992500.000000003,10,269440.000000003,0.0221674876847298,1015000,992500.000000003,0,0,-3,6,992500.000000003,10,269440.000000003,-0.0163528245787927
"18",2016-02-15,"T1606.CFE",0.0298,100.185,100.12,"TF1606.CFE",0.028266667,100.69,100.66,15.33,18.43,17,16.33,16.132,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,1009000,10,284248,0.0221674876847298,1015000,992500.000000003,0,0.0166246851385368,-3,6,1009000,10,284248,0.0166246851385368
"19",2016-02-16,"T1606.CFE",0.0302,99.77,99.82,"TF1606.CFE",0.028733333,100.47,100.485,14.67,18.43,16.736,16.33,16,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,994000.000000005,10,270508.000000005,0.0221674876847298,1015000,992500.000000003,0,0.00151133501259739,-3,6,994000.000000005,10,270508.000000005,-0.014866204162532
"20",2016-02-17,"T1606.CFE",0.0302,99.78,99.805,"TF1606.CFE",0.0288,100.46,100.465,14,18.133,16.67,16.33,16,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,986500.000000004,10,263152.000000004,0.0280788177339897,1015000,986500.000000004,0,0,-3,6,986500.000000004,10,263152.000000004,-0.00754527162978036
"21",2016-02-18,"T1606.CFE",0.0301,99.89,99.89,"TF1606.CFE",0.028633333,100.53,100.515,14.67,18.133,16.67,16.33,16,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,991000.000000004,10,267292.000000004,0.0280788177339897,1015000,986500.000000004,0,0.00456158134820081,-3,6,991000.000000004,10,267292.000000004,0.00456158134820073
"22",2016-02-19,"T1606.CFE",0.0302,99.765,99.8,"TF1606.CFE",0.028733333,100.46,100.475,14.67,18.133,16.67,16.33,16,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,994000.000000001,10,270580.000000001,0.0280788177339897,1015000,986500.000000004,0,0.00760263558033189,-3,6,994000.000000001,10,270580.000000001,0.00302724520685915
"23",2016-02-22,"T1606.CFE",0.030366667,99.695,99.7,"TF1606.CFE",0.028933333,100.39,100.4,14.33,18.133,16.67,16.33,16,15.5,15.33,15,14.602,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,979000.000000006,10,256120.000000006,0.0354679802955635,1015000,979000.000000006,0,0,-3,6,979000.000000006,10,256120.000000006,-0.0150905432595522
"24",2016-02-23,"T1606.CFE",0.0304,99.605,99.645,"TF1606.CFE",0.029,100.35,100.38,14,18.133,16.67,16.33,16,15.33,15.198,15,14.33,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,983500.000000002,10,260764.000000002,0.0354679802955635,1015000,979000.000000006,0,0.00459652706843299,-3,6,983500.000000002,10,260764.000000002,0.00459652706843294
"25",2016-02-24,"T1606.CFE",0.0305,99.51,99.6,"TF1606.CFE",0.028966667,100.35,100.395,15.33,18.133,16.67,16.33,16,15.33,15.198,15,14.33,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,1006000,10,283156.000000003,0.0354679802955635,1015000,979000.000000006,0,0.0275791624106196,-3,6,1006000,10,283156.000000003,0.0228774783934933
"26",2016-02-25,"T1606.CFE",0.0307,99.345,99.41,"TF1606.CFE",0.0292,100.28,100.315,15,18.133,16.67,16.33,16,15.33,15,15,14.33,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,1015000,10,292732.000000003,0,1015000,1015000,0,0,-3,6,1015000,10,292732.000000003,0.00894632206759471
"27",2016-02-26,"T1606.CFE",0.030733333,99.42,99.375,"TF1606.CFE",0.029033333,100.405,100.36,17,18.133,16.736,16.33,16,15.33,15,15,14.33,13.967,0,1,1,1,0,0,1,-2,1,-2,1,-2,3,-6,-3,6,1052500,10,329908.000000003,0,1052500,1052500,0,0,-3,6,1052500,10,329908.000000003,0.0369458128078815
"28",2016-02-29,"T1606.CFE",0.0307,99.46,99.425,"TF1606.CFE",0.028833333,100.475,100.44,18.67,18.736,16.736,16.33,16,15.33,15,15,14.33,13.967,0,1,1,1,0,0,1,-2,1,-2,1,-2,3,-6,3,-6,1019500,10,296332.000000003,0.0313539192399047,1052500,1019500,0,0,3,-6,1019500,10,296332.000000003,-0.0313539192399047
"29",2016-03-01,"T1606.CFE",0.0308,99.385,99.35,"TF1606.CFE",0.028633333,100.58,100.52,21.67,19.397,17,16.33,16,15.33,15,15,14.33,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,3,-6,949000.000000004,10,225256.000000004,0.0983372921615194,1052500,949000.000000004,0,0,3,-6,949000.000000004,10,225256.000000004,-0.0691515448749382
"30",2016-03-02,"T1606.CFE",0.031033333,99.135,99.15,"TF1606.CFE",0.028933333,100.405,100.41,21,20.033,17,16.33,16,15.33,15.198,15,14.33,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,957000.000000008,10,-6935.9999999922,0.0983372921615194,1052500,949000.000000004,0,0.00842992623814968,4,-8,957000.000000008,10,-6935.9999999922,0.00842992623814975
"31",2016-03-03,"T1606.CFE",0.031233333,98.96,98.96,"TF1606.CFE",0.0294,100.215,100.215,18.33,20.033,17.066,16.33,16,15.5,15.33,15,14.33,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,1037000,10,74935.9999999976,0.0983372921615194,1052500,949000.000000004,0,0.0927291886195927,4,-8,1037000,10,74935.9999999976,0.0835945663531756
"32",2016-03-04,"T1606.CFE",0.031133333,99.085,99.055,"TF1606.CFE",0.0291,100.37,100.34,20.33,20.33,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,975000.000000003,10,11736.0000000027,0.0983372921615194,1052500,949000.000000004,0,0.0273972602739715,4,-8,975000.000000003,10,11736.0000000027,-0.059787849566051
"33",2016-03-07,"T1606.CFE",0.031566667,98.695,98.695,"TF1606.CFE",0.0297,100.1,100.115,18.67,20.33,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,1011000,10,49896.0000000042,0.0983372921615194,1052500,949000.000000004,0,0.0653319283456272,4,-8,1011000,10,49896.0000000042,0.0369230769230782
"34",2016-03-08,"T1606.CFE",0.031433333,98.82,98.8,"TF1606.CFE",0.0295,100.235,100.2,19.33,19.43,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,984999.999999999,10,23079.9999999993,0.0983372921615194,1052500,949000.000000004,0,0.0379346680716497,4,-8,984999.999999999,10,23079.9999999993,-0.0257171117705288
"35",2016-03-09,"T1606.CFE",0.031033333,99.135,99.125,"TF1606.CFE",0.028833333,100.41,100.435,22,19.43,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,927000.000000001,10,-37175.9999999988,0.119239904988125,1052500,927000.000000001,0,0,4,-8,927000.000000001,10,-37175.9999999988,-0.0588832487309628
"36",2016-03-10,"T1606.CFE",0.0308,99.42,99.355,"TF1606.CFE",0.0286,100.57,100.535,22,19.43,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,939000.000000007,10,-26135.9999999928,0.119239904988125,1052500,927000.000000001,0,0.0129449838187769,4,-8,939000.000000007,10,-26135.9999999928,0.012944983818777
"37",2016-03-11,"T1606.CFE",0.0304,99.79,99.64,"TF1606.CFE",0.028233333,100.76,100.685,21.67,20.33,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,933000.000000001,10,-33575.9999999987,0.119239904988125,1052500,927000.000000001,0,0.00647249190938536,4,-8,933000.000000001,10,-33575.9999999987,-0.00638977635783378
"38",2016-03-14,"T1606.CFE",0.0305,99.65,99.61,"TF1606.CFE",0.028233333,100.69,100.67,22.67,20.364,17.398,16.67,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,933000.000000001,10,-33431.9999999987,0.119239904988125,1052500,927000.000000001,0,0.00647249190938536,4,-8,933000.000000001,10,-33431.9999999987,0
"39",2016-03-15,"T1606.CFE",0.030366667,99.71,99.7,"TF1606.CFE",0.028266667,100.685,100.665,21,20.703,17.67,16.67,16.132,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,972999.999999999,10,6615.99999999895,0.119239904988125,1052500,927000.000000001,0,0.0496224379719503,4,-8,972999.999999999,10,6615.99999999895,0.0428724544480148
"40",2016-03-16,"T1606.CFE",0.0301,99.985,99.935,"TF1606.CFE",0.027966667,100.8,100.775,21.33,21,17.736,16.67,16.132,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,978999.999999999,10,11559.9999999993,0.119239904988125,1052500,927000.000000001,0,0.0560949298813357,4,-8,978999.999999999,10,11559.9999999993,0.00616649537512881
"41",2016-03-17,"T1606.CFE",0.0303,99.695,99.73,"TF1606.CFE",0.0283,100.63,100.65,20,21,18,16.67,16.33,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,997000,10,30760,0.119239904988125,1052500,927000.000000001,0,0.0755124056094918,4,-8,997000,10,30760,0.0183861082737495
"42",2016-03-18,"T1606.CFE",0.0304,99.68,99.685,"TF1606.CFE",0.028266667,100.655,100.66,21.33,21,18.066,16.67,16.33,15.67,15.33,15,14.67,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,971000.000000007,10,4664.00000000675,0.119239904988125,1052500,927000.000000001,0,0.0474649406688301,4,-8,971000.000000007,10,4664.00000000675,-0.0260782347041056
"43",2016-03-21,"T1606.CFE",0.0306,99.51,99.51,"TF1606.CFE",0.0287,100.54,100.5,19,21,18.398,16.67,16.33,15.67,15.33,15,14.67,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,1029000.00000001,10,64200.000000005,0.119239904988125,1052500,927000.000000001,0,0.110032362459551,4,-8,1029000.00000001,10,64200.000000005,0.0597322348094727
"44",2016-03-22,"T1606.CFE",0.030433333,99.625,99.62,"TF1606.CFE",0.028433333,100.63,100.605,20,21,18.67,16.769,16.33,15.67,15.33,15,14.67,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,989000.000000002,10,23192.0000000016,0.119239904988125,1052500,927000.000000001,0,0.0668824163969801,4,-8,989000.000000002,10,23192.0000000016,-0.0388726919339195
"45",2016-03-23,"T1606.CFE",0.0304,99.645,99.67,"TF1606.CFE",0.028366667,100.62,100.62,20.33,21,18.736,16.769,16.33,15.67,15.33,15,14.67,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,997000,10,31047.9999999999,0.119239904988125,1052500,927000.000000001,0,0.0755124056094918,4,-8,997000,10,31047.9999999999,0.00808897876642911
"46",2016-03-24,"T1606.CFE",0.0302,99.855,99.86,"TF1606.CFE",0.028066667,100.72,100.74,21.33,21,19.066,17,16.33,15.67,15.33,15,14.67,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,977000.000000007,10,9896.00000000687,0.119239904988125,1052500,927000.000000001,0,0.0539374325782155,4,-8,977000.000000007,10,9896.00000000687,-0.020060180541618
"47",2016-03-25,"T1606.CFE",0.0302,99.815,99.825,"TF1606.CFE",0.028033333,100.775,100.765,21.67,21.033,19.464,17,16.33,15.835,15.33,15,14.67,14,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,943000.000000004,10,-24343.9999999963,0.119239904988125,1052500,927000.000000001,0,0.0172599784250298,4,-8,943000.000000004,10,-24343.9999999963,-0.0348004094165844
"48",2016-03-28,"T1606.CFE",0.0304,99.615,99.64,"TF1606.CFE",0.028133333,100.71,100.72,22.67,21.33,20,17.099,16.33,16,15.33,15,14.67,14,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,905000.000000004,10,-61911.9999999958,0.140142517814726,1052500,905000.000000004,0,0,4,-8,905000.000000004,10,-61911.9999999958,-0.0402969247083769
"49",2016-03-29,"T1606.CFE",0.0302,99.805,99.8,"TF1606.CFE",0.0274,101,101,28,21.33,20.066,17.33,16.33,16,15.33,15,14.67,14,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,745000.000000002,10,-224599.999999998,0.292161520190024,1052500,745000.000000002,0,0,0,0,905000.000000004,0,905000.000000004,0
"50",2016-03-30,"T1606.CFE",0.0302,99.8,99.795,"TF1606.CFE",0.0272,101.075,101.075,30,21.364,20.33,17.432,16.466,16,15.33,15,14.67,14.297,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,683000.000000001,10,-287319.999999999,0.351068883610452,1052500,683000.000000001,0,0,0,0,905000.000000004,0,905000.000000004,0
"51",2016-03-31,"T1606.CFE",0.0302,99.8,99.8,"TF1606.CFE",0.027433333,101.01,100.985,27.67,21.67,20.33,17.769,16.67,16,15.33,15,14.934,14.33,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,757000.000000002,10,-212455.999999998,0.351068883610452,1052500,683000.000000001,0,0.108345534407029,0,0,905000.000000004,0,905000.000000004,0
"52",2016-04-01,"T1606.CFE",0.030133333,99.87,99.875,"TF1606.CFE",0.027166667,101.055,101.085,29.67,21.67,20.398,18.099,16.67,16.165,15.534,15.231,15,14.33,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,707000.000000008,10,-263415.999999992,0.351068883610452,1052500,683000.000000001,0,0.0351390922401268,0,0,905000.000000004,0,905000.000000004,0
"53",2016-04-05,"T1606.CFE",0.0304,99.63,99.66,"TF1606.CFE",0.027733333,100.875,100.88,26.67,21.703,20.736,18.432,16.67,16.33,15.67,15.33,15,14.33,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,785000.000000005,10,-183447.999999995,0.351068883610452,1052500,683000.000000001,0,0.149341142020503,0,0,905000.000000004,0,905000.000000004,0
"54",2016-04-06,"T1606.CFE",0.0305,99.575,99.57,"TF1606.CFE",0.027733333,100.86,100.865,27.67,22,21,18.67,16.67,16.33,15.67,15.33,15,14.636,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,761000.000000004,10,-207303.999999996,0.351068883610452,1052500,683000.000000001,0,0.114202049780385,0,0,905000.000000004,0,905000.000000004,0
"55",2016-04-07,"T1606.CFE",0.030633333,99.475,99.46,"TF1606.CFE",0.027833333,100.85,100.84,28,22.033,21,18.769,16.802,16.33,15.67,15.33,15,14.636,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,736999.999999998,10,-231064.000000002,0.351068883610452,1052500,683000.000000001,0,0.0790629575402581,0,0,905000.000000004,0,905000.000000004,0
"56",2016-04-08,"T1606.CFE",0.0303,99.68,99.735,"TF1606.CFE",0.027333333,100.975,101.035,29.67,22.364,21,19.099,17,16.33,15.67,15.33,15,14.636,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,691000.000000006,10,-278935.999999994,0.351068883610452,1052500,683000.000000001,0,0.0117130307467118,0,0,905000.000000004,0,905000.000000004,0
"57",2016-04-11,"T1606.CFE",0.0303,99.745,99.735,"TF1606.CFE",0.027266667,101.04,101.045,30.33,22.67,21.066,19.531,17,16.33,15.67,15.33,15,14.636,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,683000.000000002,10,-287031.999999998,0.351068883610452,1052500,683000.000000001,0,1.70447030493316e-16,0,0,905000.000000004,0,905000.000000004,0
"58",2016-04-12,"T1606.CFE",0.0303,99.75,99.715,"TF1606.CFE",0.027466667,101,100.97,28.33,23.07,21.33,20,17.132,16.33,15.868,15.33,15,14.636,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,735000.000000005,10,-234311.999999995,0.351068883610452,1052500,683000.000000001,0,0.0761346998535928,0,0,905000.000000004,0,905000.000000004,0
"59",2016-04-13,"T1606.CFE",0.030533333,99.55,99.535,"TF1606.CFE",0.028066667,100.74,100.74,24.67,24.87,21.33,20.099,17.33,16.33,16,15.33,15,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,847000.000000006,10,-120103.999999994,0.351068883610452,1052500,683000.000000001,0,0.240117130307473,4,-8,1005800,9,135406.400000005,0.111381215469613
"60",2016-04-14,"T1606.CFE",0.0309,99.265,99.255,"TF1606.CFE",0.0289,100.42,100.425,20,24.87,21.33,20.099,17.466,16.5,16,15.33,15,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,987000.000000003,10,22920.0000000035,0.351068883610452,1052500,683000.000000001,0,0.445095168374819,4,-8,1131800,9,264128.000000003,0.125273414197651
"61",2016-04-15,"T1606.CFE",0.0306,99.485,99.525,"TF1606.CFE",0.028266667,100.635,100.66,23.33,24.87,21.398,20.33,17.802,16.67,16,15.33,15,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,907000.000000008,10,-59335.9999999919,0.351068883610452,1052500,683000.000000001,0,0.327964860907769,4,-8,1059800.00000001,9,190097.600000007,-0.0636154797667394
"62",2016-04-18,"T1606.CFE",0.0306,99.505,99.5,"TF1606.CFE",0.028233333,100.71,100.67,23.67,24.87,21.67,20.33,18.132,16.67,16.198,15.33,15,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,889000.000000002,10,-77431.9999999984,0.351068883610452,1052500,683000.000000001,0,0.301610541727672,4,-8,1043600,9,173811.200000001,-0.0152859030005714
"63",2016-04-19,"T1606.CFE",0.0305,99.58,99.595,"TF1606.CFE",0.028066667,100.715,100.735,24.33,24.87,21.67,20.432,18.466,16.67,16.33,15.568,15.264,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,875000.000000003,10,-92055.999999997,0.351068883610452,1052500,683000.000000001,0,0.281112737920939,4,-8,1031000,9,160649.600000002,-0.0120735914143337
"64",2016-04-20,"T1606.CFE",0.0308,99.295,99.315,"TF1606.CFE",0.028633333,100.535,100.52,21.67,24.87,21.67,20.769,18.67,16.67,16.33,15.67,15.264,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,935000.000000005,10,-29991.9999999946,0.351068883610452,1052500,683000.000000001,0,0.368960468521235,4,-8,1085000,9,216507.200000004,0.0523763336566458
"65",2016-04-21,"T1606.CFE",0.0309,99.305,99.255,"TF1606.CFE",0.028733333,100.52,100.49,21.67,24.87,21.67,21,18.802,16.835,16.33,15.67,15.264,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,935000.000000005,10,-29703.9999999948,0.351068883610452,1052500,683000.000000001,0,0.368960468521235,4,-8,1085000,9,216766.400000004,0
"66",2016-04-22,"T1606.CFE",0.030733333,99.385,99.39,"TF1606.CFE",0.0284,100.58,100.615,23.33,24.87,21.736,21,19.132,17,16.33,15.67,15.33,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,889000.000000007,10,-76903.9999999925,0.351068883610452,1052500,683000.000000001,0,0.30161054172768,4,-8,1043600.00000001,9,174286.400000006,-0.0381566820276479
"67",2016-04-25,"T1606.CFE",0.0311,99.05,99.075,"TF1606.CFE",0.029,100.375,100.375,21,24.87,21.736,21,19.598,17,16.33,15.67,15.33,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,955000.000000004,10,-8599.99999999593,0.351068883610452,1052500,683000.000000001,0,0.398243045387997,4,-8,1103000,9,235760.000000003,0.0569183595247191
"68",2016-04-26,"T1606.CFE",0.030766667,99.345,99.365,"TF1606.CFE",0.028466667,100.585,100.585,23,24.87,22,21,20,17.165,16.33,15.901,15.33,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,903000.000000006,10,-62615.9999999939,0.351068883610452,1052500,683000.000000001,0,0.322108345534413,4,-8,1056200.00000001,9,187145.600000005,-0.0424297370806874
