wind_cd,date_id,ctd_cd,irr,ctd_ib,irr_ib,ctd_sh,irr_sh,ctd_sz,irr_sz
TF1609.CFE,2016-06-17 00:00:00,160007.IB,0.8051,160007.IB,0.8051,019535.SH,1.1171,,
TF1609.CFE,2016-06-20 00:00:00,140024.IB,1.3684,140024.IB,1.3684,019320.SH,1.0688,,
TF1609.CFE,2016-06-21 00:00:00,140024.IB,1.9299,140024.IB,1.9299,019320.SH,1.6879,,
TF1609.CFE,2016-06-22 00:00:00,160007.IB,1.0992,160007.IB,1.0992,019424.SH,-0.5455,,
TF1609.CFE,2016-06-23 00:00:00,160007.IB,0.734,160007.IB,0.734,019320.SH,2.0107,,
TF1609.CFE,2016-06-24 00:00:00,140024.IB,3.0297,140024.IB,3.0297,019413.SH,1.4096,,
TF1609.CFE,2016-06-27 00:00:00,019535.SH,0.6801,160007.IB,0.6614,019535.SH,0.6801,,
TF1609.CFE,2016-06-28 00:00:00,050012.IB,2.3941,050012.IB,2.3941,019413.SH,1.3323,,
TF1609.CFE,2016-06-29 00:00:00,140024.IB,1.0483,140024.IB,1.0483,019320.SH,2.6103,,
TF1609.CFE,2016-06-30 00:00:00,130020.IB,1.1857,130020.IB,1.1857,,nan,,
TF1609.CFE,2016-07-01 00:00:00,130020.IB,1.8048,130020.IB,1.8048,019535.SH,0.7644,,
TF1609.CFE,2016-07-04 00:00:00,140024.IB,3.608,140024.IB,3.608,019535.SH,0.2662,,
TF1609.CFE,2016-07-05 00:00:00,140024.IB,3.0788,140024.IB,3.0788,019424.SH,3.7213,,
TF1609.CFE,2016-07-06 00:00:00,140003.IB,1.6902,140003.IB,1.6902,019535.SH,-0.7296,,
TF1609.CFE,2016-07-07 00:00:00,130020.IB,1.3395,130020.IB,1.3395,019535.SH,0.6542,,
TF1609.CFE,2016-07-08 00:00:00,140003.IB,7.4217,140003.IB,7.4217,019320.SH,0.1379,,
TF1609.CFE,2016-07-11 00:00:00,110015.IB,0.2235,110015.IB,0.2235,,nan,,
TF1609.CFE,2016-07-12 00:00:00,140003.IB,6.4711,140003.IB,6.4711,019535.SH,-0.2032,,
TF1609.CFE,2016-07-13 00:00:00,160007.IB,0.2533,160007.IB,0.2533,010512.SH,0.0523,,
TF1609.CFE,2016-07-14 00:00:00,140003.IB,0.5572,140003.IB,0.5572,019413.SH,-2.1817,,
TF1609.CFE,2016-07-15 00:00:00,140003.IB,1.2069,140003.IB,1.2069,,nan,,
TF1609.CFE,2016-07-18 00:00:00,160015.IB,0.6567,160015.IB,0.6567,019413.SH,-2.4237,,
TF1609.CFE,2016-07-19 00:00:00,140003.IB,0.8563,140003.IB,0.8563,019535.SH,0.0863,,
TF1609.CFE,2016-07-20 00:00:00,130020.IB,11.5391,130020.IB,11.5391,019535.SH,0.7786,,
TF1609.CFE,2016-07-21 00:00:00,110015.IB,1.7588,110015.IB,1.7588,019535.SH,-0.0678,,
TF1609.CFE,2016-07-22 00:00:00,110015.IB,1.9705,110015.IB,1.9705,,nan,,
TF1609.CFE,2016-07-25 00:00:00,140003.IB,13.7769,140003.IB,13.7769,010512.SH,2.1133,,
TF1609.CFE,2016-07-26 00:00:00,160007.IB,0.6284,160007.IB,0.6284,019535.SH,0.2478,,
TF1609.CFE,2016-07-27 00:00:00,110015.IB,1.6838,110015.IB,1.6838,010512.SH,0.8347,,
TF1609.CFE,2016-07-28 00:00:00,160007.IB,1.0008,160007.IB,1.0008,019535.SH,0.7575,,
TF1609.CFE,2016-07-29 00:00:00,130020.IB,3.4268,130020.IB,3.4268,019535.SH,-0.0244,,
TF1609.CFE,2016-08-01 00:00:00,110015.IB,1.8859,110015.IB,1.8859,019320.SH,-3.7714,,
TF1609.CFE,2016-08-02 00:00:00,110015.IB,2.6417,110015.IB,2.6417,019535.SH,0.1526,,
TF1609.CFE,2016-08-03 00:00:00,110015.IB,2.9114,110015.IB,2.9114,010619.SH,6.0749,,
TF1609.CFE,2016-08-04 00:00:00,140003.IB,2.4499,140003.IB,2.4499,019535.SH,0.0226,,
TF1609.CFE,2016-08-05 00:00:00,130020.IB,5.7385,130020.IB,5.7385,019535.SH,1.1878,,
TF1609.CFE,2016-08-08 00:00:00,110015.IB,4.5337,110015.IB,4.5337,010619.SH,5.0572,,
TF1609.CFE,2016-08-09 00:00:00,110015.IB,5.4639,110015.IB,5.4639,019535.SH,0.6547,,
TF1609.CFE,2016-08-10 00:00:00,130020.IB,7.1705,130020.IB,7.1705,019535.SH,-0.6804,,
TF1609.CFE,2016-08-11 00:00:00,110015.IB,6.6251,110015.IB,6.6251,019535.SH,-0.0252,,
TF1609.CFE,2016-08-12 00:00:00,110015.IB,8.5242,110015.IB,8.5242,010512.SH,9.9666,,
TF1609.CFE,2016-08-15 00:00:00,110015.IB,3.6371,110015.IB,3.6371,019320.SH,1.7599,,
TF1609.CFE,2016-08-16 00:00:00,110015.IB,9.4345,110015.IB,9.4345,019535.SH,1.5383,,
TF1609.CFE,2016-08-17 00:00:00,160007.IB,0.3352,160007.IB,0.3352,019119.SH,-11.473,,
TF1609.CFE,2016-08-18 00:00:00,110015.IB,9.226,110015.IB,9.226,019535.SH,-0.6749,,
TF1609.CFE,2016-08-19 00:00:00,140006.IB,20.7139,140006.IB,20.7139,019424.SH,-4.1549,,
TF1609.CFE,2016-08-22 00:00:00,110015.IB,10.0752,110015.IB,10.0752,019406.SH,0.3664,,
TF1609.CFE,2016-08-23 00:00:00,140006.IB,24.1315,140006.IB,24.1315,010619.SH,6.0136,,
TF1609.CFE,2016-08-24 00:00:00,110015.IB,7.8036,110015.IB,7.8036,019320.SH,10.3918,,
TF1609.CFE,2016-08-25 00:00:00,110015.IB,8.4585,110015.IB,8.4585,019406.SH,4.0489,,
TF1609.CFE,2016-08-26 00:00:00,110015.IB,12.2226,110015.IB,12.2226,019320.SH,5.5703,,
TF1609.CFE,2016-08-29 00:00:00,110015.IB,13.2934,110015.IB,13.2934,010512.SH,3.6764,,
TF1609.CFE,2016-08-30 00:00:00,160007.IB,2.0412,160007.IB,2.0412,019535.SH,0.748,,
TF1609.CFE,2016-08-31 00:00:00,019535.SH,-0.4833,160007.IB,-0.8803,019535.SH,-0.4833,,
TF1609.CFE,2016-09-01 00:00:00,110015.IB,9.8512,110015.IB,9.8512,019535.SH,-1.0054,,
TF1609.CFE,2016-09-02 00:00:00,110015.IB,9.1561,110015.IB,9.1561,019535.SH,-2.9388,,
TF1609.CFE,2016-09-05 00:00:00,110015.IB,11.1384,110015.IB,11.1384,,nan,,
TF1609.CFE,2016-09-06 00:00:00,110015.IB,10.0981,110015.IB,10.0981,,nan,,
TF1609.CFE,2016-09-07 00:00:00,110015.IB,-0.205,110015.IB,-0.205,,nan,,
TF1609.CFE,2016-09-08 00:00:00,110015.IB,7.8364,110015.IB,7.8364,,nan,,
TF1609.CFE,2016-09-09 00:00:00,110015.IB,18.3357,110015.IB,18.3357,,nan,,
TF1612.CFE,2016-03-14 00:00:00,140013.IB,0.3883,140013.IB,0.3883,019413.SH,0.7196,,nan
TF1612.CFE,2016-03-15 00:00:00,019413.SH,0.7763,150002.IB,0.7085,019413.SH,0.7763,,nan
TF1612.CFE,2016-03-16 00:00:00,120004.IB,1.292,120004.IB,1.292,019424.SH,0.8248,,nan
TF1612.CFE,2016-03-17 00:00:00,019403.SH,0.5442,160002.IB,0.12,019403.SH,0.5442,,nan
TF1612.CFE,2016-03-18 00:00:00,120004.IB,0.9554,120004.IB,0.9554,019413.SH,0.8838,,nan
TF1612.CFE,2016-03-21 00:00:00,140024.IB,0.0652,140024.IB,0.0652,019413.SH,0.7669,,nan
TF1612.CFE,2016-03-22 00:00:00,140024.IB,0.0397,140024.IB,0.0397,019403.SH,0.5869,101502.SZ,3.9554
TF1612.CFE,2016-03-23 00:00:00,150002.IB,0.9501,150002.IB,0.9501,019119.SH,0.7373,,nan
TF1612.CFE,2016-03-24 00:00:00,150002.IB,0.3138,150002.IB,0.3138,019403.SH,0.3029,,nan
TF1612.CFE,2016-03-25 00:00:00,140024.IB,0.0975,140024.IB,0.0975,019413.SH,-0.1267,,nan
TF1612.CFE,2016-03-28 00:00:00,140024.IB,-0.0668,140024.IB,-0.0668,019406.SH,-1.1869,,nan
TF1612.CFE,2016-03-29 00:00:00,120004.IB,0.7359,120004.IB,0.7359,019413.SH,-0.2951,,nan
TF1612.CFE,2016-03-30 00:00:00,140024.IB,0.4197,140024.IB,0.4197,010619.SH,2.9362,,nan
TF1612.CFE,2016-03-31 00:00:00,019502.SH,1.3406,150002.IB,0.4098,019502.SH,1.3406,,nan
TF1612.CFE,2016-04-01 00:00:00,019502.SH,1.4034,140024.IB,0.2104,019502.SH,1.4034,,nan
TF1612.CFE,2016-04-05 00:00:00,140024.IB,-0.1114,140024.IB,-0.1114,,nan,,nan
TF1612.CFE,2016-04-06 00:00:00,019119.SH,0.2808,150002.IB,0.0033,019119.SH,0.2808,,nan
TF1612.CFE,2016-04-07 00:00:00,150002.IB,0.1884,150002.IB,0.1884,019502.SH,0.4709,,nan
TF1612.CFE,2016-04-08 00:00:00,150002.IB,0.0904,150002.IB,0.0904,019413.SH,-0.794,101502.SZ,-1.691
TF1612.CFE,2016-04-11 00:00:00,150002.IB,3.367,150002.IB,3.367,019502.SH,0.51,,nan
TF1612.CFE,2016-04-12 00:00:00,140024.IB,-0.1821,140024.IB,-0.1821,019502.SH,0.5626,,nan
TF1612.CFE,2016-04-13 00:00:00,160002.IB,-0.3432,160002.IB,-0.3432,019403.SH,-1.6774,,nan
TF1612.CFE,2016-04-14 00:00:00,140024.IB,-0.5523,140024.IB,-0.5523,,nan,,nan
TF1612.CFE,2016-04-15 00:00:00,140024.IB,0.1458,140024.IB,0.1458,019502.SH,-0.0271,,nan
TF1612.CFE,2016-04-18 00:00:00,160007.IB,-0.2844,160007.IB,-0.2844,,nan,,nan
TF1612.CFE,2016-04-19 00:00:00,140013.IB,-0.3344,140013.IB,-0.3344,019406.SH,-0.6695,,nan
TF1612.CFE,2016-04-20 00:00:00,160007.IB,-0.6324,160007.IB,-0.6324,010619.SH,1.2748,,nan
TF1612.CFE,2016-04-21 00:00:00,150002.IB,-0.2472,150002.IB,-0.2472,019502.SH,-0.1103,,nan
TF1612.CFE,2016-04-22 00:00:00,150002.IB,-0.2691,150002.IB,-0.2691,010619.SH,0.9501,,nan
TF1612.CFE,2016-04-25 00:00:00,140024.IB,0.0028,140024.IB,0.0028,019403.SH,0.1568,,nan
TF1612.CFE,2016-04-26 00:00:00,140006.IB,-0.2443,140006.IB,-0.2443,019403.SH,0.4396,,nan
TF1612.CFE,2016-04-27 00:00:00,160007.IB,-0.4433,160007.IB,-0.4433,019406.SH,0.0191,,nan
TF1612.CFE,2016-04-28 00:00:00,150002.IB,0.0458,150002.IB,0.0458,,nan,,nan
TF1612.CFE,2016-04-29 00:00:00,150002.IB,0.1092,150002.IB,0.1092,019413.SH,-0.866,,nan
TF1612.CFE,2016-05-03 00:00:00,150002.IB,0.4516,150002.IB,0.4516,019403.SH,0.5927,,nan
TF1612.CFE,2016-05-04 00:00:00,160002.IB,0.3312,160002.IB,0.3312,019403.SH,-0.1347,,nan
TF1612.CFE,2016-05-05 00:00:00,150002.IB,0.2932,150002.IB,0.2932,019424.SH,0.0075,,nan
TF1612.CFE,2016-05-06 00:00:00,150002.IB,0.2241,150002.IB,0.2241,019413.SH,-0.4792,,nan
TF1612.CFE,2016-05-09 00:00:00,150002.IB,0.5049,150002.IB,0.5049,019413.SH,0.1838,,nan
TF1612.CFE,2016-05-10 00:00:00,160007.IB,-0.1002,160007.IB,-0.1002,010619.SH,-0.3947,,nan
TF1612.CFE,2016-05-11 00:00:00,150002.IB,0.4435,150002.IB,0.4435,,nan,,nan
TF1612.CFE,2016-05-12 00:00:00,160007.IB,0.1819,160007.IB,0.1819,019403.SH,-0.7862,,nan
TF1612.CFE,2016-05-13 00:00:00,140006.IB,0.2865,140006.IB,0.2865,019406.SH,-0.8509,,nan
TF1612.CFE,2016-05-16 00:00:00,150002.IB,0.4965,150002.IB,0.4965,019535.SH,0.3396,,nan
TF1612.CFE,2016-05-17 00:00:00,150002.IB,0.7004,150002.IB,0.7004,019535.SH,-0.0368,,nan
TF1612.CFE,2016-05-18 00:00:00,150002.IB,0.1758,150002.IB,0.1758,010619.SH,-0.1119,,nan
TF1612.CFE,2016-05-19 00:00:00,150002.IB,0.6132,150002.IB,0.6132,019204.SH,0.0379,,nan
TF1612.CFE,2016-05-20 00:00:00,160007.IB,-0.0128,160007.IB,-0.0128,019502.SH,-0.3389,,nan
TF1612.CFE,2016-05-23 00:00:00,150002.IB,0.6161,150002.IB,0.6161,019403.SH,-1.3101,,nan
TF1612.CFE,2016-05-24 00:00:00,150002.IB,0.5651,150002.IB,0.5651,019535.SH,-0.6678,,nan
TF1612.CFE,2016-05-25 00:00:00,160007.IB,0.3356,160007.IB,0.3356,019502.SH,0.6453,,nan
TF1612.CFE,2016-05-26 00:00:00,150002.IB,0.8982,150002.IB,0.8982,019406.SH,-0.1171,,nan
TF1612.CFE,2016-05-27 00:00:00,160007.IB,0.2906,160007.IB,0.2906,019204.SH,0.3661,,nan
TF1612.CFE,2016-05-30 00:00:00,150002.IB,0.4478,150002.IB,0.4478,,nan,,nan
TF1612.CFE,2016-05-31 00:00:00,150002.IB,0.835,150002.IB,0.835,019424.SH,0.6475,,nan
TF1612.CFE,2016-06-01 00:00:00,150002.IB,0.8226,150002.IB,0.8226,019406.SH,0.15,,nan
TF1612.CFE,2016-06-02 00:00:00,019502.SH,0.6548,150002.IB,0.399,019502.SH,0.6548,,nan
TF1612.CFE,2016-06-03 00:00:00,150002.IB,0.7188,150002.IB,0.7188,019403.SH,-0.106,,nan
TF1612.CFE,2016-06-06 00:00:00,150002.IB,0.7323,150002.IB,0.7323,019406.SH,0.354,,nan
TF1612.CFE,2016-06-07 00:00:00,150002.IB,0.7048,150002.IB,0.7048,,nan,,nan
TF1612.CFE,2016-06-08 00:00:00,110024.IB,0.7907,110024.IB,0.7907,019502.SH,1.0419,,nan
TF1612.CFE,2016-06-13 00:00:00,150002.IB,1.445,150002.IB,1.445,,nan,,nan
TF1612.CFE,2016-06-14 00:00:00,019124.SH,1.6057,160007.IB,1.2226,019124.SH,1.6057,,nan
TF1612.CFE,2016-06-15 00:00:00,110024.IB,1.3477,110024.IB,1.3477,010619.SH,1.5946,,nan
TF1612.CFE,2016-06-16 00:00:00,160007.IB,1.0232,160007.IB,1.0232,019502.SH,1.7197,,nan
TF1612.CFE,2016-06-17 00:00:00,160007.IB,1.0519,160007.IB,1.0519,019535.SH,1.2058,,nan
TF1612.CFE,2016-06-20 00:00:00,150002.IB,1.6761,150002.IB,1.6761,019502.SH,1.8772,,nan
TF1612.CFE,2016-06-21 00:00:00,150002.IB,1.9091,150002.IB,1.9091,019406.SH,1.0422,,nan
TF1612.CFE,2016-06-22 00:00:00,019502.SH,1.3058,160007.IB,1.3024,019502.SH,1.3058,,nan
TF1612.CFE,2016-06-23 00:00:00,160007.IB,1.2339,160007.IB,1.2339,019403.SH,1.1378,,nan
TF1612.CFE,2016-06-24 00:00:00,140024.IB,2.416,140024.IB,2.416,019502.SH,1.7071,,nan
TF1612.CFE,2016-06-27 00:00:00,150002.IB,2.3184,150002.IB,2.3184,019535.SH,1.2079,,nan
TF1612.CFE,2016-06-28 00:00:00,150002.IB,1.6616,150002.IB,1.6616,019502.SH,1.6492,,nan
TF1612.CFE,2016-06-29 00:00:00,150002.IB,1.7922,150002.IB,1.7922,,nan,,nan
TF1612.CFE,2016-06-30 00:00:00,110002.IB,1.0743,110002.IB,1.0743,,nan,,nan
TF1612.CFE,2016-07-01 00:00:00,150002.IB,1.0432,150002.IB,1.0432,019535.SH,0.9649,,nan
TF1612.CFE,2016-07-04 00:00:00,140024.IB,2.2838,140024.IB,2.2838,019502.SH,1.7854,,nan
TF1612.CFE,2016-07-05 00:00:00,140024.IB,1.9566,140024.IB,1.9566,019424.SH,2.2467,,nan
TF1612.CFE,2016-07-06 00:00:00,140003.IB,1.3876,140003.IB,1.3876,019535.SH,0.3478,,nan
TF1612.CFE,2016-07-07 00:00:00,019535.SH,0.9137,160007.IB,0.8269,019535.SH,0.9137,,nan
TF1612.CFE,2016-07-08 00:00:00,140003.IB,3.8637,140003.IB,3.8637,019406.SH,0.2035,,nan
TF1612.CFE,2016-07-11 00:00:00,160007.IB,0.822,160007.IB,0.822,,nan,,nan
TF1612.CFE,2016-07-12 00:00:00,140003.IB,3.3836,140003.IB,3.3836,019535.SH,0.6524,,nan
TF1612.CFE,2016-07-13 00:00:00,150002.IB,0.9989,150002.IB,0.9989,019535.SH,0.4891,,nan
TF1612.CFE,2016-07-14 00:00:00,019502.SH,1.8751,140003.IB,0.9396,019502.SH,1.8751,,nan
TF1612.CFE,2016-07-15 00:00:00,140003.IB,1.1291,140003.IB,1.1291,,nan,,nan
TF1612.CFE,2016-07-18 00:00:00,140003.IB,0.8501,140003.IB,0.8501,019413.SH,-0.2641,,nan
TF1612.CFE,2016-07-19 00:00:00,140003.IB,1.0526,140003.IB,1.0526,019535.SH,0.7665,,nan
TF1612.CFE,2016-07-20 00:00:00,160002.IB,3.4005,160002.IB,3.4005,019535.SH,1.0809,,nan
TF1612.CFE,2016-07-21 00:00:00,140003.IB,1.2919,140003.IB,1.2919,019535.SH,0.8157,,nan
TF1612.CFE,2016-07-22 00:00:00,140003.IB,1.161,140003.IB,1.161,,nan,,nan
TF1612.CFE,2016-07-25 00:00:00,140003.IB,5.8178,140003.IB,5.8178,019502.SH,1.3188,,nan
TF1612.CFE,2016-07-26 00:00:00,160007.IB,1.1296,160007.IB,1.1296,019535.SH,0.9959,,nan
TF1612.CFE,2016-07-27 00:00:00,150002.IB,1.3917,150002.IB,1.3917,,nan,,nan
TF1612.CFE,2016-07-28 00:00:00,160007.IB,1.238,160007.IB,1.238,019535.SH,1.1549,,nan
TF1612.CFE,2016-07-29 00:00:00,160002.IB,0.9875,160002.IB,0.9875,019535.SH,0.9462,,nan
TF1612.CFE,2016-08-01 00:00:00,160002.IB,0.9537,160002.IB,0.9537,,nan,,nan
TF1612.CFE,2016-08-02 00:00:00,160007.IB,1.4308,160007.IB,1.4308,019535.SH,1.165,,nan
TF1612.CFE,2016-08-03 00:00:00,160007.IB,1.2797,160007.IB,1.2797,010619.SH,3.027,,nan
TF1612.CFE,2016-08-04 00:00:00,140003.IB,1.8913,140003.IB,1.8913,019535.SH,1.1676,,nan
TF1612.CFE,2016-08-05 00:00:00,019535.SH,1.6082,160007.IB,1.4826,019535.SH,1.6082,,nan
TF1612.CFE,2016-08-08 00:00:00,160007.IB,1.4709,160007.IB,1.4709,010619.SH,2.791,101502.SZ,4.9306
TF1612.CFE,2016-08-09 00:00:00,160007.IB,1.6156,160007.IB,1.6156,019535.SH,1.5845,,nan
TF1612.CFE,2016-08-10 00:00:00,150002.IB,1.5436,150002.IB,1.5436,019535.SH,1.0567,,nan
TF1612.CFE,2016-08-11 00:00:00,140024.IB,1.6591,140024.IB,1.6591,019535.SH,1.2738,101502.SZ,3.9715
TF1612.CFE,2016-08-12 00:00:00,160002.IB,1.3787,160002.IB,1.3787,019406.SH,1.0097,,nan
TF1612.CFE,2016-08-15 00:00:00,140024.IB,1.1435,140024.IB,1.1435,019543.SH,1.0154,,nan
TF1612.CFE,2016-08-16 00:00:00,019535.SH,1.6963,160002.IB,1.431,019535.SH,1.6963,,nan
TF1612.CFE,2016-08-17 00:00:00,019502.SH,2.91,160007.IB,1.4967,019502.SH,2.91,,nan
TF1612.CFE,2016-08-18 00:00:00,140024.IB,1.8843,140024.IB,1.8843,019535.SH,1.2205,,nan
TF1612.CFE,2016-08-19 00:00:00,140006.IB,5.6738,140006.IB,5.6738,019424.SH,0.2629,,nan
TF1612.CFE,2016-08-22 00:00:00,160007.IB,1.2006,160007.IB,1.2006,019406.SH,1.2477,,nan
TF1612.CFE,2016-08-23 00:00:00,140006.IB,5.3483,140006.IB,5.3483,010619.SH,1.9441,,nan
TF1612.CFE,2016-08-24 00:00:00,160007.IB,1.399,160007.IB,1.399,019406.SH,1.6461,,nan
TF1612.CFE,2016-08-25 00:00:00,160007.IB,1.1359,160007.IB,1.1359,019502.SH,1.7524,,nan
TF1612.CFE,2016-08-26 00:00:00,140003.IB,1.5446,140003.IB,1.5446,,nan,,nan
TF1612.CFE,2016-08-29 00:00:00,140003.IB,1.108,140003.IB,1.108,,nan,,nan
TF1612.CFE,2016-08-30 00:00:00,160007.IB,0.8388,160007.IB,0.8388,019535.SH,0.6661,,nan
TF1612.CFE,2016-08-31 00:00:00,019535.SH,0.7843,160007.IB,0.7345,019535.SH,0.7843,,nan
TF1612.CFE,2016-09-01 00:00:00,160007.IB,0.9956,160007.IB,0.9956,019535.SH,0.9946,,nan
TF1612.CFE,2016-09-02 00:00:00,160007.IB,0.9701,160007.IB,0.9701,019535.SH,0.8924,,nan
TF1612.CFE,2016-09-05 00:00:00,160007.IB,0.7473,160007.IB,0.7473,,nan,,nan
TF1612.CFE,2016-09-06 00:00:00,160007.IB,0.8036,160007.IB,0.8036,,nan,,nan
TF1612.CFE,2016-09-07 00:00:00,160007.IB,0.7558,160007.IB,0.7558,,nan,,nan
TF1612.CFE,2016-09-08 00:00:00,160007.IB,1.1809,160007.IB,1.1809,,nan,,nan
TF1612.CFE,2016-09-09 00:00:00,160007.IB,1.2773,160007.IB,1.2773,,nan,,nan
TF1612.CFE,2016-09-12 00:00:00,160015.IB,1.0742,160015.IB,1.0742,019535.SH,1.2243,,nan
TF1612.CFE,2016-09-13 00:00:00,160007.IB,1.1042,160007.IB,1.1042,019413.SH,0.5845,,nan
TF1612.CFE,2016-09-14 00:00:00,160007.IB,1.1645,160007.IB,1.1645,019535.SH,0.7014,,nan
TF1612.CFE,2016-09-19 00:00:00,019535.SH,1.3563,140003.IB,1.0996,019535.SH,1.3563,,nan
TF1612.CFE,2016-09-20 00:00:00,140003.IB,1.1864,140003.IB,1.1864,019535.SH,1.0169,,nan
TF1612.CFE,2016-09-21 00:00:00,160007.IB,1.108,160007.IB,1.108,,nan,,nan
TF1612.CFE,2016-09-22 00:00:00,140003.IB,1.1545,140003.IB,1.1545,,nan,,nan
TF1612.CFE,2016-09-23 00:00:00,120004.IB,2.1296,120004.IB,2.1296,019413.SH,0.4453,,nan
TF1612.CFE,2016-09-26 00:00:00,140013.IB,1.9602,140013.IB,1.9602,010619.SH,6.8998,,nan
TF1612.CFE,2016-09-27 00:00:00,120004.IB,3.1675,120004.IB,3.1675,,nan,,nan
TF1612.CFE,2016-09-28 00:00:00,160007.IB,1.3766,160007.IB,1.3766,,nan,,nan
TF1612.CFE,2016-09-29 00:00:00,160002.IB,0.958,160002.IB,0.958,,nan,,nan
TF1612.CFE,2016-09-30 00:00:00,060019.IB,5.7168,060019.IB,5.7168,019535.SH,1.6983,,nan
TF1612.CFE,2016-10-10 00:00:00,110008.IB,3.923,110008.IB,3.923,019535.SH,1.2353,,nan
TF1612.CFE,2016-10-11 00:00:00,140003.IB,1.0844,140003.IB,1.0844,,nan,,nan
TF1612.CFE,2016-10-12 00:00:00,140003.IB,0.6436,140003.IB,0.6436,019413.SH,0.2419,,nan
TF1612.CFE,2016-10-13 00:00:00,160007.IB,1.177,160007.IB,1.177,019502.SH,9.2911,,nan
TF1612.CFE,2016-10-14 00:00:00,060019.IB,7.2566,060019.IB,7.2566,,nan,,nan
TF1612.CFE,2016-10-17 00:00:00,160007.IB,3.4436,160007.IB,3.4436,019543.SH,-0.3539,,nan
TF1612.CFE,2016-10-18 00:00:00,140003.IB,0.6447,140003.IB,0.6447,019502.SH,-0.7754,,nan
TF1612.CFE,2016-10-19 00:00:00,140003.IB,0.6163,140003.IB,0.6163,019535.SH,0.153,,nan
TF1612.CFE,2016-10-20 00:00:00,019413.SH,2.2462,140003.IB,0.65,019413.SH,2.2462,,nan
TF1612.CFE,2016-10-21 00:00:00,160002.IB,0.7579,160002.IB,0.7579,019535.SH,0.1133,,nan
TF1612.CFE,2016-10-24 00:00:00,160007.IB,-0.8861,160007.IB,-0.8861,,nan,,nan
TF1612.CFE,2016-10-25 00:00:00,140024.IB,-0.7441,140024.IB,-0.7441,,nan,,nan
TF1612.CFE,2016-10-26 00:00:00,160021.IB,13.4605,160021.IB,13.4605,,nan,,nan
TF1612.CFE,2016-10-27 00:00:00,160021.IB,12.8684,160021.IB,12.8684,019535.SH,-1.0378,,nan
TF1612.CFE,2016-10-28 00:00:00,160002.IB,-0.6606,160002.IB,-0.6606,,nan,,nan
TF1612.CFE,2016-10-31 00:00:00,160007.IB,-1.5505,160007.IB,-1.5505,019413.SH,4.1559,101502.SZ,6.3987
TF1612.CFE,2016-11-01 00:00:00,160021.IB,15.0032,160021.IB,15.0032,019535.SH,-0.5096,,nan
TF1612.CFE,2016-11-02 00:00:00,160007.IB,-0.885,160007.IB,-0.885,,nan,,nan
TF1612.CFE,2016-11-03 00:00:00,140003.IB,-0.6478,140003.IB,-0.6478,019535.SH,0.4355,,nan
TF1612.CFE,2016-11-04 00:00:00,160021.IB,15.3709,160021.IB,15.3709,019535.SH,-1.3628,,nan
TF1612.CFE,2016-11-07 00:00:00,160021.IB,15.0966,160021.IB,15.0966,019413.SH,4.876,,nan
TF1612.CFE,2016-11-08 00:00:00,160002.IB,-1.6648,160002.IB,-1.6648,019502.SH,-0.3105,,nan
TF1612.CFE,2016-11-09 00:00:00,160007.IB,-1.3029,160007.IB,-1.3029,,nan,,nan
TF1612.CFE,2016-11-10 00:00:00,160007.IB,-2.6226,160007.IB,-2.6226,019535.SH,-6.7679,,nan
TF1612.CFE,2016-11-11 00:00:00,160015.IB,0.0361,160015.IB,0.0361,,nan,,nan
TF1612.CFE,2016-11-14 00:00:00,019502.SH,1.5318,160007.IB,-0.3594,019502.SH,1.5318,,nan
TF1612.CFE,2016-11-15 00:00:00,019502.SH,2.5264,160007.IB,1.5679,019502.SH,2.5264,,nan
TF1612.CFE,2016-11-16 00:00:00,160015.IB,1.7336,160015.IB,1.7336,019502.SH,1.0305,101502.SZ,3.3416
TF1612.CFE,2016-11-17 00:00:00,160015.IB,0.7669,160015.IB,0.7669,019502.SH,4.7609,,nan
TF1612.CFE,2016-11-18 00:00:00,160007.IB,0.2956,160007.IB,0.2956,,nan,,nan
TF1612.CFE,2016-11-21 00:00:00,160002.IB,1.3754,160002.IB,1.3754,,nan,,nan
TF1612.CFE,2016-11-22 00:00:00,160007.IB,5.0926,160007.IB,5.0926,,nan,,nan
TF1612.CFE,2016-11-23 00:00:00,160015.IB,1.7236,160015.IB,1.7236,,nan,,nan
TF1612.CFE,2016-11-24 00:00:00,140003.IB,-1.7616,140003.IB,-1.7616,,nan,,nan
TF1612.CFE,2016-11-25 00:00:00,160015.IB,-1.3215,160015.IB,-1.3215,019535.SH,-0.1381,,nan
TF1612.CFE,2016-11-28 00:00:00,160007.IB,0.2952,160007.IB,0.2952,019413.SH,6.9047,,nan
TF1612.CFE,2016-11-29 00:00:00,150002.IB,2.564,150002.IB,2.564,019413.SH,4.4612,,nan
TF1612.CFE,2016-11-30 00:00:00,140024.IB,12.0058,140024.IB,12.0058,019543.SH,-2.8911,,nan
TF1612.CFE,2016-12-01 00:00:00,160007.IB,4.8082,160007.IB,4.8082,019413.SH,2.292,,nan
TF1612.CFE,2016-12-02 00:00:00,160015.IB,5.4678,160015.IB,5.4678,019535.SH,-0.4995,,nan
TF1612.CFE,2016-12-05 00:00:00,140006.IB,36.7653,140006.IB,36.7653,010619.SH,-124.0472,,nan
TF1612.CFE,2016-12-06 00:00:00,019502.SH,45.5109,160021.IB,7.0576,019502.SH,45.5109,,nan
