,date_id,T_name,T_irret,TF_name,TF_irret,FutYHret10_2
878,2018/10/23,T1812.CFE,0.035866667,TS1812.CFE,0.0328,30.67 
879,2018/10/24,T1812.CFE,0.0357,TS1812.CFE,0.0327,30.00 
880,2018/10/25,T1812.CFE,0.035633333,TS1812.CFE,0.0326,30.33 
881,2018/10/26,T1812.CFE,0.035566667,TS1812.CFE,0.0325,30.67 
882,2018/10/29,T1812.CFE,0.035266667,TS1812.CFE,0.0321,31.67 
883,2018/10/30,T1812.CFE,0.035366667,TS1812.CFE,0.0321,32.67 
884,2018/10/31,T1812.CFE,0.035266667,TS1812.CFE,0.032033333,32.33 
885,2018/11/1,T1812.CFE,0.035066667,TS1812.CFE,0.031933333,31.33 
886,2018/11/2,T1812.CFE,0.035666667,TS1812.CFE,0.0321,35.67 
887,2018/11/5,T1812.CFE,0.0355,TS1812.CFE,0.031866667,36.33 
888,2018/11/6,T1812.CFE,0.035266667,TS1812.CFE,0.031333333,39.33 
889,2018/11/7,T1812.CFE,0.035066667,TS1812.CFE,0.030666667,44.00 
890,2018/11/8,T1812.CFE,0.034866667,TS1812.CFE,0.0303,45.67 
891,2018/11/9,T1812.CFE,0.034866667,TS1812.CFE,0.0305,43.67 
892,2018/11/12,T1812.CFE,0.035066667,TS1812.CFE,0.030566667,45.00 
893,2018/11/13,T1812.CFE,0.034966667,TS1812.CFE,0.030566667,44.00 
894,2018/11/14,T1812.CFE,0.0344,TS1812.CFE,0.029633333,47.67 
895,2018/11/15,T1812.CFE,0.0343,TS1812.CFE,0.029633333,46.67 
896,2018/11/16,T1812.CFE,0.0338,TS1812.CFE,0.029533333,42.67 
897,2018/11/19,T1903.CFE,0.034033333,TS1812.CFE,0.029766667,42.67 
898,2018/11/20,T1903.CFE,0.034166667,TS1812.CFE,0.029766667,44.00 
899,2018/11/21,T1903.CFE,0.0341,TS1812.CFE,0.029766667,43.33 
900,2018/11/22,T1903.CFE,0.034266667,TS1812.CFE,0.029833333,44.33 
901,2018/11/23,T1903.CFE,0.034266667,TS1812.CFE,0.029833333,44.33 
902,2018/11/26,T1903.CFE,0.034566667,TS1812.CFE,0.029733333,48.33 
903,2018/11/27,T1903.CFE,0.034333333,TS1812.CFE,0.029833333,45.00 
904,2018/11/28,T1903.CFE,0.034266667,TS1812.CFE,0.029533333,47.33 
905,2018/11/29,T1903.CFE,0.034,TS1812.CFE,0.029433333,45.67 
906,2018/11/30,T1903.CFE,0.0342,TS1903.CFE,0.0302,40.00 
907,2018/12/3,T1903.CFE,0.0341,TS1903.CFE,0.0302,39.00 
908,2018/12/4,T1903.CFE,0.0337,TS1903.CFE,0.0297,40.00 
909,2018/12/5,T1903.CFE,0.0337,TS1903.CFE,0.0295,42.00 
910,2018/12/6,T1903.CFE,0.0336,TS1903.CFE,0.029333333,42.67 
911,2018/12/7,T1903.CFE,0.033666667,TS1903.CFE,0.029333333,43.33 
912,2018/12/10,T1903.CFE,0.0334,TS1903.CFE,0.029133333,42.67 
913,2018/12/11,T1903.CFE,0.0334,TS1903.CFE,0.029266667,41.33 
914,2018/12/12,T1903.CFE,0.0334,TS1903.CFE,0.029233333,41.67 
915,2018/12/13,T1903.CFE,0.0341,TS1903.CFE,0.0297,44.00 
916,2018/12/14,T1903.CFE,0.034333333,TS1903.CFE,0.029866667,44.67 
917,2018/12/17,T1903.CFE,0.034566667,TS1903.CFE,0.029966667,46.00 
918,2018/12/18,T1903.CFE,0.034566667,TS1903.CFE,0.0299,46.67 
919,2018/12/19,T1903.CFE,0.034266667,TS1903.CFE,0.0298,44.67 
920,2018/12/20,T1903.CFE,0.033866667,TS1903.CFE,0.029333333,45.33 
921,2018/12/21,T1903.CFE,0.033866667,TS1903.CFE,0.029366667,45.00 
922,2018/12/24,T1903.CFE,0.034033333,TS1903.CFE,0.029333333,47.00 
923,2018/12/25,T1903.CFE,0.0338,TS1903.CFE,0.029233333,45.67 
924,2018/12/26,T1903.CFE,0.033566667,TS1903.CFE,0.029,45.67 
925,2018/12/27,T1903.CFE,0.0334,TS1903.CFE,0.029,44.00 
926,2018/12/28,T1903.CFE,0.0329,TS1903.CFE,0.028333333,45.67 
927,2019/1/2,T1903.CFE,0.032433333,TS1903.CFE,0.028,44.33 
928,2019/1/3,T1903.CFE,0.0324,TS1903.CFE,0.027933333,44.67 
929,2019/1/4,T1903.CFE,0.032666667,TS1903.CFE,0.027733333,49.33 
930,2019/1/7,T1903.CFE,0.032633333,TS1903.CFE,0.027933333,47.00 
931,2019/1/8,T1903.CFE,0.032,TS1903.CFE,0.027366667,46.33 
932,2019/1/9,T1903.CFE,0.0322,TS1903.CFE,0.0275,47.00 
933,2019/1/10,T1903.CFE,0.0325,TS1903.CFE,0.027433333,50.67 
934,2019/1/11,T1903.CFE,0.0325,TS1903.CFE,0.0273,52.00 
935,2019/1/14,T1903.CFE,0.032766667,TS1903.CFE,0.0271,56.67 
936,2019/1/15,T1903.CFE,0.032866667,TS1903.CFE,0.027,58.67 
937,2019/1/16,T1903.CFE,0.0322,TS1903.CFE,0.026266667,59.33 
938,2019/1/17,T1903.CFE,0.032066667,TS1903.CFE,0.025766667,63.00 
939,2019/1/18,T1903.CFE,0.032366667,TS1903.CFE,0.025966667,64.00 
940,2019/1/21,T1903.CFE,0.0326,TS1903.CFE,0.0265,61.00 
941,2019/1/22,T1903.CFE,0.0325,TS1903.CFE,0.026166667,63.33 
942,2019/1/23,T1903.CFE,0.0327,TS1903.CFE,0.0261,66.00 
943,2019/1/24,T1903.CFE,0.032766667,TS1903.CFE,0.0271,56.67 
944,2019/1/25,T1903.CFE,0.0329,TS1903.CFE,0.0274,55.00 
945,2019/1/28,T1903.CFE,0.0329,TS1903.CFE,0.027633333,52.67 
946,2019/1/29,T1903.CFE,0.032666667,TS1903.CFE,0.0272,54.67 
947,2019/1/30,T1903.CFE,0.0326,TS1903.CFE,0.0277,49.00 
948,2019/1/31,T1903.CFE,0.032466667,TS1903.CFE,0.027533333,49.33 
949,2019/2/1,T1903.CFE,0.032566667,TS1903.CFE,0.0278,47.67 
950,2019/2/11,T1903.CFE,0.0321,TS1903.CFE,0.0271,50.00 
951,2019/2/12,T1903.CFE,0.0322,TS1903.CFE,0.0267,55.00 
952,2019/2/13,T1903.CFE,0.032333333,TS1903.CFE,0.0267,56.33 
953,2019/2/14,T1903.CFE,0.032633333,TS1903.CFE,0.0269,57.33 
954,2019/2/15,T1903.CFE,0.0325,TS1903.CFE,0.0267,58.00 
955,2019/2/18,T1903.CFE,0.032766667,TS1903.CFE,0.027,57.67 
956,2019/2/19,T1903.CFE,0.0325,TS1903.CFE,0.0266,59.00 
957,2019/2/20,T1906.CFE,0.032966667,TS1903.CFE,0.026466667,65.00 
958,2019/2/21,T1906.CFE,0.033,TS1903.CFE,0.026666667,63.33 
959,2019/2/22,T1906.CFE,0.0331,TS1903.CFE,0.0266,65.00 
960,2019/2/25,T1906.CFE,0.033466667,TS1903.CFE,0.0269,65.67 
961,2019/2/26,T1906.CFE,0.033933333,TS1903.CFE,0.0264,75.33 
962,2019/2/27,T1906.CFE,0.033566667,TS1903.CFE,0.025266667,83.00 
963,2019/2/28,T1906.CFE,0.0338,TS1906.CFE,0.028,58.00 
964,2019/3/1,T1906.CFE,0.033966667,TS1906.CFE,0.028066667,59.00 
965,2019/3/4,T1906.CFE,0.0337,TS1906.CFE,0.0281,56.00 
966,2019/3/5,T1906.CFE,0.0336,TS1906.CFE,0.028066667,55.33 
967,2019/3/6,T1906.CFE,0.0335,TS1906.CFE,0.0283,52.00 
968,2019/3/7,T1906.CFE,0.032966667,TS1906.CFE,0.028166667,48.00 
969,2019/3/8,T1906.CFE,0.0327,TS1906.CFE,0.027866667,48.33 
970,2019/3/11,T1906.CFE,0.032866667,TS1906.CFE,0.0281,47.67 
971,2019/3/12,T1906.CFE,0.0328,TS1906.CFE,0.028266667,45.33 
972,2019/3/13,T1906.CFE,0.0328,TS1906.CFE,0.028366667,44.33 
973,2019/3/14,T1906.CFE,0.032966667,TS1906.CFE,0.028533333,44.33 
974,2019/3/15,T1906.CFE,0.0329,TS1906.CFE,0.028766667,41.33 
975,2019/3/18,T1906.CFE,0.0331,TS1906.CFE,0.029033333,40.67 
976,2019/3/19,T1906.CFE,0.033166667,TS1906.CFE,0.029033333,41.33 
977,2019/3/20,T1906.CFE,0.033233333,TS1906.CFE,0.0297,35.33 
978,2019/3/21,T1906.CFE,0.0329,TS1906.CFE,0.0292,37.00 
979,2019/3/22,T1906.CFE,0.0328,TS1906.CFE,0.028833333,39.67 
980,2019/3/25,T1906.CFE,0.0324,TS1906.CFE,0.028533333,38.67 
981,2019/3/26,T1906.CFE,0.0323,TS1906.CFE,0.028266667,40.33 
982,2019/3/27,T1906.CFE,0.0325,TS1906.CFE,0.0283,42.00 
983,2019/3/28,T1906.CFE,0.032466667,TS1906.CFE,0.0281,43.67 
984,2019/3/29,T1906.CFE,0.0326,TS1906.CFE,0.028,46.00 
985,2019/4/1,T1906.CFE,0.033166667,TS1906.CFE,0.028366667,48.00 
986,2019/4/2,T1906.CFE,0.0334,TS1906.CFE,0.028366667,50.33 
987,2019/4/3,T1906.CFE,0.034133333,TS1906.CFE,0.028933333,52.00 
988,2019/4/4,T1906.CFE,0.034333333,TS1906.CFE,0.0296,47.33 
989,2019/4/8,T1906.CFE,0.034166667,TS1906.CFE,0.029533333,46.33 
990,2019/4/9,T1906.CFE,0.034366667,TS1906.CFE,0.0301,42.67 
991,2019/4/10,T1906.CFE,0.034266667,TS1906.CFE,0.030233333,40.33 
992,2019/4/11,T1906.CFE,0.033966667,TS1906.CFE,0.03,39.67 
993,2019/4/12,T1906.CFE,0.034133333,TS1906.CFE,0.0301,40.33 
994,2019/4/15,T1906.CFE,0.0346,TS1906.CFE,0.0307,39.00 
995,2019/4/16,T1906.CFE,0.0349,TS1906.CFE,0.0308,41.00 
996,2019/4/17,T1906.CFE,0.034566667,TS1906.CFE,0.030766667,38.00 
997,2019/4/18,T1906.CFE,0.034433333,TS1906.CFE,0.030766667,36.67 
998,2019/4/19,T1906.CFE,0.0345,TS1906.CFE,0.0306,39.00 
999,2019/4/22,T1906.CFE,0.0347,TS1906.CFE,0.030833333,38.67 
1000,2019/4/23,T1906.CFE,0.0346,TS1906.CFE,0.030866667,37.33 
1001,2019/4/24,T1906.CFE,0.0351,TS1906.CFE,0.031066667,40.33 
1002,2019/4/25,T1906.CFE,0.0348,TS1906.CFE,0.0309,39.00 
1003,2019/4/26,T1906.CFE,0.034566667,TS1906.CFE,0.030966667,36.00 
1004,2019/4/29,T1906.CFE,0.034766667,TS1906.CFE,0.031033333,37.33 
1005,2019/4/30,T1906.CFE,0.034266667,TS1906.CFE,0.0306,36.67 
1006,2019/5/6,T1906.CFE,0.033966667,TS1906.CFE,0.029833333,41.33 
1007,2019/5/7,T1906.CFE,0.034033333,TS1906.CFE,0.0298,42.33 
1008,2019/5/8,T1906.CFE,0.033933333,TS1906.CFE,0.0299,40.33 
1009,2019/5/9,T1906.CFE,0.033766667,TS1906.CFE,0.0298,39.67 
1010,2019/5/10,T1906.CFE,0.033666667,TS1906.CFE,0.0298,38.67 
1011,2019/5/13,T1906.CFE,0.0333,TS1906.CFE,0.029366667,39.33 
1012,2019/5/14,T1906.CFE,0.033433333,TS1906.CFE,0.0296,38.33 
1013,2019/5/15,T1906.CFE,0.033366667,TS1906.CFE,0.0298,35.67 
1014,2019/5/16,T1906.CFE,0.033366667,TS1906.CFE,0.0297,36.67 
1015,2019/5/17,T1906.CFE,0.0332,TS1906.CFE,0.0296,36.00 
1016,2019/5/20,T1906.CFE,0.0332,TS1906.CFE,0.0296,36.00 
1017,2019/5/21,T1909.CFE,0.034333333,TS1906.CFE,0.029633333,47.00 
1018,2019/5/22,T1909.CFE,0.0344,TS1906.CFE,0.029666667,47.33 
1019,2019/5/23,T1909.CFE,0.034133333,TS1906.CFE,0.029533333,46.00 
1020,2019/5/24,T1909.CFE,0.0341,TS1909.CFE,0.0306,35.00 
1021,2019/5/27,T1909.CFE,0.0348,TS1909.CFE,0.031233333,35.67 
1022,2019/5/28,T1909.CFE,0.034466667,TS1909.CFE,0.0308,36.67 
1023,2019/5/29,T1909.CFE,0.034,TS1909.CFE,0.0304,36.00 
1024,2019/5/30,T1909.CFE,0.034,TS1909.CFE,0.0305,35.00 
1025,2019/5/31,T1909.CFE,0.033966667,TS1909.CFE,0.0305,34.67 
1026,2019/6/3,T1909.CFE,0.033566667,TS1909.CFE,0.0303,32.67 
1027,2019/6/4,T1909.CFE,0.0334,TS1909.CFE,0.029933333,34.67 
1028,2019/6/5,T1909.CFE,0.033266667,TS1909.CFE,0.029666667,36.00 
1029,2019/6/6,T1909.CFE,0.0332,TS1909.CFE,0.029633333,35.67 
1030,2019/6/10,T1909.CFE,0.0333,TS1909.CFE,0.029566667,37.33 
1031,2019/6/11,T1909.CFE,0.033666667,TS1909.CFE,0.029933333,37.33 
1032,2019/6/12,T1909.CFE,0.033666667,TS1909.CFE,0.029733333,39.33 
1033,2019/6/13,T1909.CFE,0.033366667,TS1909.CFE,0.029833333,35.33 
1034,2019/6/14,T1909.CFE,0.0331,TS1909.CFE,0.029366667,37.33 
1035,2019/6/17,T1909.CFE,0.033,TS1909.CFE,0.029266667,37.33 
1036,2019/6/18,T1909.CFE,0.033266667,TS1909.CFE,0.029466667,38.00 
1037,2019/6/19,T1909.CFE,0.033366667,TS1909.CFE,0.029533333,38.33 
1038,2019/6/20,T1909.CFE,0.033266667,TS1909.CFE,0.029333333,39.33 
1039,2019/6/21,T1909.CFE,0.0332,TS1909.CFE,0.029166667,40.33 
1040,2019/6/24,T1909.CFE,0.033466667,TS1909.CFE,0.029366667,41.00 
1041,2019/6/25,T1909.CFE,0.0333,TS1909.CFE,0.029266667,40.33 
1042,2019/6/26,T1909.CFE,0.0335,TS1909.CFE,0.029466667,40.33 
1043,2019/6/27,T1909.CFE,0.033566667,TS1909.CFE,0.029533333,40.33 
1044,2019/6/28,T1909.CFE,0.0332,TS1909.CFE,0.029166667,40.33 
1045,2019/7/1,T1909.CFE,0.033066667,TS1909.CFE,0.029166667,39.00 
1046,2019/7/2,T1909.CFE,0.0325,TS1909.CFE,0.028766667,37.33 
1047,2019/7/3,T1909.CFE,0.0322,TS1909.CFE,0.0286,36.00 
1048,2019/7/4,T1909.CFE,0.0323,TS1909.CFE,0.028566667,37.33 
1049,2019/7/5,T1909.CFE,0.032466667,TS1909.CFE,0.028733333,37.33 
1050,2019/7/8,T1909.CFE,0.0326,TS1909.CFE,0.028966667,36.33 
1051,2019/7/9,T1909.CFE,0.0324,TS1909.CFE,0.0289,35.00 
1052,2019/7/10,T1909.CFE,0.0324,TS1909.CFE,0.0289,35.00 
1053,2019/7/11,T1909.CFE,0.032366667,TS1909.CFE,0.0287,36.67 
1054,2019/7/12,T1909.CFE,0.0323,TS1909.CFE,0.028666667,36.33 
1055,2019/7/15,T1909.CFE,0.0325,TS1909.CFE,0.028866667,36.33 
1056,2019/7/16,T1909.CFE,0.0325,TS1909.CFE,0.028866667,36.33 
1057,2019/7/17,T1909.CFE,0.032466667,TS1909.CFE,0.028766667,37.00 
1058,2019/7/18,T1909.CFE,0.0322,TS1909.CFE,0.028566667,36.33 
1059,2019/7/19,T1909.CFE,0.032266667,TS1909.CFE,0.028666667,36.00 
1060,2019/7/22,T1909.CFE,0.0321,TS1909.CFE,0.0285,36.00 
1061,2019/7/23,T1909.CFE,0.0321,TS1909.CFE,0.0285,36.00 
1062,2019/7/24,T1909.CFE,0.0323,TS1909.CFE,0.0287,36.00 
1063,2019/7/25,T1909.CFE,0.0323,TS1909.CFE,0.028666667,36.33 
1064,2019/7/26,T1909.CFE,0.032266667,TS1909.CFE,0.0286,36.67 
1065,2019/7/29,T1909.CFE,0.0325,TS1909.CFE,0.0287,38.00 
1066,2019/7/30,T1909.CFE,0.0324,TS1909.CFE,0.028733333,36.67 
1067,2019/7/31,T1909.CFE,0.0321,TS1909.CFE,0.0285,36.00 
1068,2019/8/1,T1909.CFE,0.032,TS1909.CFE,0.028466667,35.33 
1069,2019/8/2,T1909.CFE,0.031633333,TS1909.CFE,0.028,36.33 
1070,2019/8/5,T1909.CFE,0.031233333,TS1909.CFE,0.027433333,38.00 
1071,2019/8/6,T1909.CFE,0.031166667,TS1909.CFE,0.027266667,39.00 
1072,2019/8/7,T1909.CFE,0.031133333,TS1909.CFE,0.027233333,39.00 
1073,2019/8/8,T1909.CFE,0.0311,TS1909.CFE,0.027133333,39.67 
1074,2019/8/9,T1909.CFE,0.0309,TS1909.CFE,0.026933333,39.67 
1075,2019/8/12,T1909.CFE,0.031033333,TS1909.CFE,0.027133333,39.00 
1076,2019/8/13,T1909.CFE,0.030833333,TS1909.CFE,0.027066667,37.67 
1077,2019/8/14,T1912.CFE,0.031233333,TS1909.CFE,0.027233333,40.00 
1078,2019/8/15,T1912.CFE,0.031266667,TS1909.CFE,0.027333333,39.33 
1079,2019/8/16,T1912.CFE,0.031466667,TS1909.CFE,0.0277,37.67 
1080,2019/8/19,T1912.CFE,0.031366667,TS1912.CFE,0.028333333,30.33 
1081,2019/8/20,T1912.CFE,0.031366667,TS1912.CFE,0.028266667,31.00 
1082,2019/8/21,T1912.CFE,0.031666667,TS1912.CFE,0.028466667,32.00 
1083,2019/8/22,T1912.CFE,0.0316,TS1912.CFE,0.028333333,32.67 
1084,2019/8/23,T1912.CFE,0.0315,TS1912.CFE,0.028166667,33.33 
1085,2019/8/26,T1912.CFE,0.031333333,TS1912.CFE,0.027766667,35.67 
1086,2019/8/27,T1912.CFE,0.0314,TS1912.CFE,0.027933333,34.67 
1087,2019/8/28,T1912.CFE,0.031366667,TS1912.CFE,0.027933333,34.33 
1088,2019/8/29,T1912.CFE,0.030866667,TS1912.CFE,0.027633333,32.33 
1089,2019/8/30,T1912.CFE,0.0313,TS1912.CFE,0.028066667,32.33 
1090,2019/9/2,T1912.CFE,0.0315,TS1912.CFE,0.028166667,33.33 
1091,2019/9/3,T1912.CFE,0.031566667,TS1912.CFE,0.028266667,33.00 
1092,2019/9/4,T1912.CFE,0.031366667,TS1912.CFE,0.028066667,33.00 
1093,2019/9/5,T1912.CFE,0.031066667,TS1912.CFE,0.027566667,35.00 
1094,2019/9/6,T1912.CFE,0.031,TS1912.CFE,0.027533333,34.67 
1095,2019/9/9,T1912.CFE,0.031166667,TS1912.CFE,0.027666667,35.00 
1096,2019/9/10,T1912.CFE,0.031333333,TS1912.CFE,0.027733333,36.00 
1097,2019/9/11,T1912.CFE,0.031466667,TS1912.CFE,0.027833333,36.33 
1098,2019/9/12,T1912.CFE,0.0319,TS1912.CFE,0.028166667,37.33 
1099,2019/9/16,T1912.CFE,0.0318,TS1912.CFE,0.028066667,37.33 
1100,2019/9/17,T1912.CFE,0.0319,TS1912.CFE,0.028066667,38.33 
1101,2019/9/18,T1912.CFE,0.0321,TS1912.CFE,0.028266667,38.33 
1102,2019/9/19,T1912.CFE,0.032,TS1912.CFE,0.028166667,38.33 
1103,2019/9/20,T1912.CFE,0.0319,TS1912.CFE,0.028066667,38.33 
1104,2019/9/23,T1912.CFE,0.0319,TS1912.CFE,0.028066667,38.33 
1105,2019/9/24,T1912.CFE,0.032,TS1912.CFE,0.028133333,38.67 
1106,2019/9/25,T1912.CFE,0.0319,TS1912.CFE,0.028066667,38.33 
1107,2019/9/26,T1912.CFE,0.0322,TS1912.CFE,0.028266667,39.33 
1108,2019/9/27,T1912.CFE,0.0324,TS1912.CFE,0.028466667,39.33 
1109,2019/9/30,T1912.CFE,0.032266667,TS1912.CFE,0.028433333,38.33 
1110,2019/10/8,T1912.CFE,0.031966667,TS1912.CFE,0.027966667,40.00 
1111,2019/10/9,T1912.CFE,0.032,TS1912.CFE,0.028033333,39.67 
1112,2019/10/10,T1912.CFE,0.0321,TS1912.CFE,0.028166667,39.33 
1113,2019/10/11,T1912.CFE,0.0324,TS1912.CFE,0.028533333,38.67 
1114,2019/10/14,T1912.CFE,0.0323,TS1912.CFE,0.028433333,38.67 
1115,2019/10/15,T1912.CFE,0.0323,TS1912.CFE,0.028266667,40.33 
1116,2019/10/16,T1912.CFE,0.032366667,TS1912.CFE,0.028266667,41.00 
1117,2019/10/17,T1912.CFE,0.032133333,TS1912.CFE,0.028133333,40.00 
1118,2019/10/18,T1912.CFE,0.0324,TS1912.CFE,0.028433333,39.67 
1119,2019/10/21,T1912.CFE,0.032866667,TS1912.CFE,0.028766667,41.00 
1120,2019/10/22,T1912.CFE,0.032866667,TS1912.CFE,0.028933333,39.33 
1121,2019/10/23,T1912.CFE,0.0327,TS1912.CFE,0.028866667,38.33 
1122,2019/10/24,T1912.CFE,0.0327,TS1912.CFE,0.028766667,39.33 
1123,2019/10/25,T1912.CFE,0.032866667,TS1912.CFE,0.028766667,41.00 
1124,2019/10/28,T1912.CFE,0.033166667,TS1912.CFE,0.029333333,38.33 
1125,2019/10/29,T1912.CFE,0.033233333,TS1912.CFE,0.029466667,37.67 
1126,2019/10/30,T1912.CFE,0.0337,TS1912.CFE,0.0304,33.00 
1127,2019/10/31,T1912.CFE,0.033266667,TS1912.CFE,0.029533333,37.33 
1128,2019/11/1,T1912.CFE,0.033066667,TS1912.CFE,0.029033333,40.33 
1129,2019/11/4,T1912.CFE,0.033233333,TS1912.CFE,0.029066667,41.67 
1130,2019/11/5,T1912.CFE,0.0328,TS1912.CFE,0.028333333,44.67 
1131,2019/11/6,T1912.CFE,0.032666667,TS1912.CFE,0.028533333,41.33 
1132,2019/11/7,T1912.CFE,0.032766667,TS1912.CFE,0.028566667,42.00 
1133,2019/11/8,T1912.CFE,0.032933333,TS1912.CFE,0.028466667,44.67 
1134,2019/11/11,T1912.CFE,0.0326,TS1912.CFE,0.028033333,45.67 
1135,2019/11/12,T1912.CFE,0.0327,TS2003.CFE,0.029233333,34.67 
1136,2019/11/13,T1912.CFE,0.032566667,TS2003.CFE,0.0292,33.67 
1137,2019/11/14,T1912.CFE,0.032666667,TS2003.CFE,0.0293,33.67 
1138,2019/11/15,T1912.CFE,0.0325,TS2003.CFE,0.029133333,33.67 
1139,2019/11/18,T1912.CFE,0.032,TS2003.CFE,0.028566667,34.33 
1140,2019/11/19,T1912.CFE,0.0319,TS2003.CFE,0.028133333,37.67 
1141,2019/11/20,T2003.CFE,0.0324,TS2003.CFE,0.028133333,42.67 
1142,2019/11/21,T2003.CFE,0.0324,TS2003.CFE,0.028,44.00 
1143,2019/11/22,T2003.CFE,0.0324,TS2003.CFE,0.027966667,44.33 
1144,2019/11/25,T2003.CFE,0.032666667,TS2003.CFE,0.0283,43.67 
1145,2019/11/26,T2003.CFE,0.032533333,TS2003.CFE,0.028266667,42.67 
1146,2019/11/27,T2003.CFE,0.0325,TS2003.CFE,0.028266667,42.33 
1147,2019/11/28,T2003.CFE,0.032533333,TS2003.CFE,0.028233333,43.00 
1148,2019/11/29,T2003.CFE,0.0325,TS2003.CFE,0.0282,43.00 
1149,2019/12/2,T2003.CFE,0.032933333,TS2003.CFE,0.028633333,43.00 
1150,2019/12/3,T2003.CFE,0.032866667,TS2003.CFE,0.028633333,42.33 
1151,2019/12/4,T2003.CFE,0.032766667,TS2003.CFE,0.028333333,44.33 
1152,2019/12/5,T2003.CFE,0.0327,TS2003.CFE,0.028266667,44.33 
1153,2019/12/6,T2003.CFE,0.032933333,TS2003.CFE,0.0285,44.33 
1154,2019/12/9,T2003.CFE,0.033,TS2003.CFE,0.028633333,43.67 
1155,2019/12/10,T2003.CFE,0.032833333,TS2003.CFE,0.028433333,44.00 
1156,2019/12/11,T2003.CFE,0.032666667,TS2003.CFE,0.028333333,43.33 
1157,2019/12/12,T2003.CFE,0.0326,TS2003.CFE,0.0283,43.00 
1158,2019/12/13,T2003.CFE,0.032833333,TS2003.CFE,0.0285,43.33 
1159,2019/12/16,T2003.CFE,0.032866667,TS2003.CFE,0.028566667,43.00 
1160,2019/12/17,T2003.CFE,0.0332,TS2003.CFE,0.028833333,43.67 
1161,2019/12/18,T2003.CFE,0.033233333,TS2003.CFE,0.0289,43.33 
1162,2019/12/19,T2003.CFE,0.033166667,TS2003.CFE,0.028833333,43.33 
1163,2019/12/20,T2003.CFE,0.032766667,TS2003.CFE,0.0283,44.67 
